id,image_path,text,headline,date,label (true = 1 / false = 0)
ID0111,C:\Users\A S U S\Downloads\Health Images\Images\111.png,"Recently, people have become worried about the claim that Nutella, the popular chocolate-hazelnut spread, might cause cancer. This concern comes from the fact that Nutella contains refined palm oil. When palm oil is processed at high temperatures, it can create compounds that might cause cancer. Health authorities, like the European Food Safety Authority (EFSA), have reported the risks of these compounds. This has led to public debate and questions about the safety of eating products with refined palm oil. ",Does Nutella have the potential to cause cancer?,7/31/2024,0
ID0112,C:\Users\A S U S\Downloads\Health Images\Images\112.png,"For various reasons, Sri Lanka is a popular travel destination among Maldivians. Some Maldivians also come to Sri Lanka for advanced medical treatments. 
In this context, a viral WhatsApp message claiming that a large Maldivian contingent diagnosed with Swine Flu was getting treated at a private hospital in Sri Lanka garnered much attention from both countries. ",Don’t Be Misled by Claims of Maldivian Swine Flu Patients at Lanka Hospital! Find out the facts…,7/29/2024,0
ID0113,C:\Users\A S U S\Downloads\Health Images\Images\113.png,"Recent concerns have re-emerged about the potential cancer risks associated with Coca-Cola Zero, primarily due to its use of aspartame, a commonly used artificial sweetener. The International Agency for Research on Cancer (IARC), an agency under the World Health Organization (WHO), classified Aspartame as possibly carcinogenic to humans (Group 2B), which sparked public debate and raised questions about the safety of beverages containing aspartame. ",No Evidence suggests that an average Coke user should be worried about Diet Coca-Cola being Carcinogenic!,7/20/2024,1
ID0114,C:\Users\A S U S\Downloads\Health Images\Images\114.png,"Although Facebook is a popular online marketplace for buying and selling goods, widespread advertisements claiming that HYPOLY products can cure diabetes without prescription drugs have been widely shared on social media. However, after verifying the details, we found that these product promotions are false. ",Exaggerated Ads Claim HYPOLY Capsules Can Cure Diabetes at Home,7/13/2024,0
ID0115,C:\Users\A S U S\Downloads\Health Images\Images\115.png,"People are highly interested in the safety and health implications of the foods they consume, including concerns about parasites and other contaminants. This interest is often amplified by the spread of misleading information on social media, where posts can quickly go viral and cause unnecessary fear or confusion. Accurate and clear communication about food safety is crucial to counteract these misleading posts and provide the public with reliable information about potential health effects.",Fact Check: Viral Video Claims Mites Found on Instant Ramen,7/3/2024,0
ID0116,C:\Users\A S U S\Downloads\Health Images\Images\116.png,"Food additives are substances added to food to enhance its flavor, appearance, texture, or shelf life. They serve various functions, including preserving food, improving taste, and maintaining consistency. These additives have been used for centuries, with ancient practices including the use of salt and vinegar for preservation and spices for coloring. However, as our understanding of these substances deepens, so do the concerns regarding their potential health risks.
In recent years, public concern has shed light on the possible dangers of certain food additives, particularly antioxidants, which are commonly used to prevent food from spoiling.",Unpacking the Hidden Dangers of Food Additives: Are Your Snacks Safe?,7/1/2024,1
ID0117,C:\Users\A S U S\Downloads\Health Images\Images\117.png,"Mpox, formerly known as monkeypox, has become a global health concern. On August 14, 2024, WHO Director-General Dr. Tedros Adhanom Ghebreyesus declared the mpox outbreak a Public Health Emergency of International Concern (PHEIC). This decision was prompted by the rapid increase in cases, especially in the Democratic Republic of the Congo and other African nations, necessitating an urgent international response. The declaration emphasizes the critical nature of the situation and the need for global action. (Source: WHO)
Amid this alarming situation, a claim has gone viral on online platforms suggesting that the latest mpox outbreak is actually shingles caused by the COVID-19 vaccine. ",Mpox Outbreak Not Linked to Shingles or COVID-19 Vaccines,8/26/2024,0
ID0118,C:\Users\A S U S\Downloads\Health Images\Images\118.png,"On August 20, the World Health Organization (WHO) declared a global health emergency due to the mpox virus. This new outbreak is caused by a different strain, clade I, compared to the clade II strain responsible for the 2022 emergency. The WHO’s declaration aims to raise awareness and prompt international action to control the virus’s spread (Source).
Meanwhile, a claim has been circulating on social media and various websites asserting that the WHO has ordered governments to prepare for “mega lockdowns” due to the spread of mpox (formerly known as monkeypox).",WHO Did Not Recommend “Mega Lockdowns” for Mpox,8/21/2024,0
ID0119,C:\Users\A S U S\Downloads\Health Images\Images\119.png,"social media is often a breeding ground for various treatment methods for conditions such as cancer; however, many of these are misleading and without any scientific explanation. Yet, many social media users consume such unverified content widely. Let’s look at one such claim regarding the purported effectiveness of Vitamin B17 in killing off cancer cells.",Does that Vitamin B17 (Amygdalin) Kill Cancer Cells?,8/17/2024,0
ID0120,C:\Users\A S U S\Downloads\Health Images\Images\120.png,"Social media users are actively discussing the various qualities—both good and bad—of foods, particularly grains and other related products. However, some of this content is misleading, spreading inaccurate or false information about the health benefits, nutritional value, and safety of these foods. This misinformation can create confusion and potentially harmful misconceptions among the public. ",Fact-Check of the Viral Video Claims about Oatmeal and Glyphosate,8/14/2024,0
ID0121,C:\Users\A S U S\Downloads\Health Images\Images\121.png,"Many tea drinkers opt for tea bags due to their convenience. In contrast to lose leaf tea, which requires some knowledge and special tools to use, tea bags can contain high-quality tea. However, the bags themselves often have hidden issues.",Do Tea Bags Contain Harmful Microplastics?,8/10/2024,1
ID0122,C:\Users\A S U S\Downloads\Health Images\Images\122.png,"Recently, claims have been circulating on social media that Nurofen, a popular pain relief medication, contains graphene oxide. These claims have sparked concern among consumers about potential health risks. ",Nurofen Does NOT Contain Graphene Oxide,9/27/2024,0
ID0123,C:\Users\A S U S\Downloads\Health Images\Images\123.png,"In recent years, both coconut oil and vegetable oils have become subjects of heated debate regarding their health implications. Viral videos and social media claims often paint these oils in starkly contrasting lights, with coconut oil being hailed as a heart-healthy choice and vegetable oils criticized for their industrial processing. As these claims spread, it’s crucial to scrutinize their accuracy and understand the real science behind these popular cooking oils. ",Are Coconut Oil and Vegetable Oils Misunderstood? Debunking the Health Myths!,11/13/2024,1
ID0124,C:\Users\A S U S\Downloads\Health Images\Images\124.png,"Claim :   A new product in India that can dissolve blood clots without surgery at a very low price !!
Fact :  This is a product that has been introduced previously. This was invented by an American scientist in 2013.And not cost effective
With the advancement of medical science, modern equipment and tools have been found. Social media users often pay attention to this, and sometimes inappropriate social media posts spread. This is an examination of the facts that we carried out regarding such a post. ",A new product in India that can dissolve blood clots without surgery at a very low price?,10/25/2024,0
ID0125,C:\Users\A S U S\Downloads\Health Images\Images\125.png,"Marmite is a British savoury food spread made from yeast extract, which is a by-product of beer brewing. German scientist Justus von Liebig invented it, and Unilever has produced it in the UK. Marmite is known for its strong, salty flavour and is famously marketed with the slogan “Love it or hate it.” The spread is rich in umami due to high levels of glutamate and is a vegan source of B vitamins, including vitamin B12. Traditionally, it’s spread thinly on buttered toast, but it is also used in various recipes or made into a savoury drink. ",Is Marmite Really Addictive?,10/20/2024,0
ID0126,C:\Users\A S U S\Downloads\Health Images\Images\126.png,"Social media is often flooded with discussions about various foods, including their benefits, drawbacks, and potential health impacts. However, not all of these posts are accurate, and some can be misleading, spreading misinformation about nutrition, diets, and food safety. These inaccuracies can lead to confusion  among the public, highlighting the need for careful scrutiny and fact-checking of food-related claims shared online.",Do Wendy’s Chicken Nuggets Contain Alarming Levels of Phthalates?,10/20/2024,0
ID0127,C:\Users\A S U S\Downloads\Health Images\Images\127.png,"A series of posts have been shared on social media for some time stating that CALIN baby soap is harmful to the skin of babies, contains inferior ingredients and has caused damage to the baby’s skin including red blisters and spots. ",Clarification regarding social media posts about CALIN baby soap!,10/17/2024,0
ID0128,C:\Users\A S U S\Downloads\Health Images\Images\128.png,". Pepsi, a leading global beverage brand, often becomes the target of misleading posts and misinformation on social media. These posts may include false claims about its ingredients, health impacts, or corporate practices, sometimes fueling unnecessary fear or boycotts. Such content is often shared without verification, amplifying misinformation. ",Is Diet Pepsi Keto-Friendly?,10/3/2024,1
ID0129,C:\Users\A S U S\Downloads\Health Images\Images\129.png,"Social media often hosts numerous discussions about food items, where misinformation about globally popular brands is frequently spread. These false claims can range from misleading information about ingredients to health risks or ethical practices, causing confusion among consumers. This misinformation can go viral quickly, as food-related topics tend to engage a broad audience, leading to misperceptions about the quality and safety of well-known products. As a result, consumers may make decisions based on incorrect information, which can impact brand reputations and consumer trust globally.",Health-Related Social Media Posts on Maggi Noodles !!,10/2/2024,0
ID0130,C:\Users\A S U S\Downloads\Health Images\Images\130.png,"The claim “One bacon sandwich equals four cigarettes” is a striking comparison meant to draw attention to the cancer risk of processed meats, particularly bacon. It stems from the 2015 announcement by the International Agency for Research on Cancer (IARC) that processed meats are Group 1 carcinogens—the same category as tobacco. ",Does Eating a Bacon Sandwich Equal Smoking Four Cigarettes?,11/25/2024,0
ID0131,C:\Users\A S U S\Downloads\Health Images\Images\131.png,"Recently, even the mainstream media has been reporting misleading news, and people are discussing this. Accordingly, due to a news report in a mainstream newspaper on November 8th, this discussion arose again. So, we decided to do a fact-check on this.",Is there a risk of closing pharmacies across the country?,11/11/2024,0
ID0132,C:\Users\A S U S\Downloads\Health Images\Images\132.png,"Social media users are often eager to discuss various foods, including their origins, nutritional benefits, and processing methods. However, while these posts can be informative, some are misleading or inaccurate, spreading myths and misconceptions about food and nutrition. These inaccuracies can create confusion about which foods are healthy, the safety of different processing techniques, and even what constitutes a balanced diet. As a result, it’s essential for users to critically evaluate the information shared and rely on trusted sources to avoid being misled.",“Unhygienic McDonald’s French Fries” Video,11/6/2024,0
ID0133,C:\Users\A S U S\Downloads\Health Images\Images\133.png,"Social media and mainstream media have been a buzz with reports of Russia developing a new cancer vaccine, which will be freely available to the public. This news has ignited the hopes of cancer patients and their loved ones. We decided to investigate. ",What We Know So Far About The Russian Cancer Vaccine!,12/26/2024,1
ID0134,C:\Users\A S U S\Downloads\Health Images\Images\134.png,"In a significant biosecurity breach, 323 vials containing live virus samples, including Hendra virus, Lyssavirus, and Hantavirus, have been reported missing from the Public Health Virology Laboratory in Queensland, Australia. This breach, which occurred in 2021 due to a freezer malfunction, only came to light in August 2023 during an audit. Authorities have called it a “major historical breach of biosecurity protocols”. ",Missing Virus Samples from Queensland Lab Explained,12/12/2024,1
ID0135,C:\Users\A S U S\Downloads\Health Images\Images\135.png,"False claims about food combinations frequently circulate on social media, sparking needless anxiety and misunderstanding. Among these myths is the assertion that combining persimmons fruit with bananas and yoghurt poses a health hazard. ",Experts Confirm: Eating persimmons with Banana & Yoghurt is NOT Toxic!,12/6/2024,1
ID0136,C:\Users\A S U S\Downloads\Health Images\Images\136.png,"Many social media posts has published that a vaccine given to cancer patients for Rs. 76,000 would be given for Rs. 370. Accordingly, we conducted an investigation to find out the truth of this news that is circulating on social media.","The true story of Rs. 76,000 cancer vaccine being reduced to Rs. 370 !",1/21/2024,0
ID0137,C:\Users\A S U S\Downloads\Health Images\Images\137.png,"As China had already implemented strict public health measures, such as lockdowns, mass testing, quarantine protocols, and travel restrictions, during various COVID-19 waves, a viral post recently circulated widely claiming that China declared a state of emergency due to a surge in respiratory illnesses, including Influenza A, HMPV, Mycoplasma pneumonia, and COVID-19. Despite significant attention and reactions, Fact Crescendo has confirmed that the claim is misleading. ",Has China Declared a State of Emergency Over Respiratory Illnesses?,1/4/2025,0
ID0138,C:\Users\A S U S\Downloads\Health Images\Images\138.png,Misinformation is not limited to a border. It is spreading transboundary. Some misinformation that spread decades ago in the US is currently spreading in South Asia. This is our search about one such issue related to a drug. ,“Strawberry Quik” (A Harmful Drug Among School Children )- Hoax or Real ??,2/2/2025,0
ID0139,C:\Users\A S U S\Downloads\Health Images\Images\139.png,"Claims linking mRNA COVID-19 vaccines to cancer have recently resurfaced on social media platforms, suggesting that the FDA has admitted a connection between Pfizer and Moderna’s mRNA vaccines and cancer. ",FDA Did NOT Admit That Pfizer and Moderna’s mRNA COVID-19 Vaccines Cause Cancer!,3/17/2025,0
ID0140,C:\Users\A S U S\Downloads\Health Images\Images\140.png,"Botox injections for office syndrome relief have recently gained widespread attention, with numerous online users documenting their treatment experiences. Although Botox is primarily known for its cosmetic uses, it has emerged as a trending treatment for work-related muscle pain, particularly among office workers suffering from chronic pain.
This article explores the use of Botox for office syndrome treatment, presenting medical evidence and expert perspectives to help readers make informed decisions about this treatment option. ",Is Botox Helpful for Office Syndrome Patients?,3/12/2025,1
ID0141,C:\Users\A S U S\Downloads\Health Images\Images\141.png,"Information about heart diseases is constantly being shared through social media, as the heart is the most significant organ in our body and is essential in maintaining our health. Especially nowadays, since there is a high tendency of deaths due to heart diseases, it is important for us to pay attention to heart diseases and to prevent heart-related diseases. ","Is Regular Consumption of Alcohol, even in Small Amounts, Good for Heart Health?",3/10/2025,0
ID0142,C:\Users\A S U S\Downloads\Health Images\Images\142.png,"Menstrual pain, also called dysmenorrhea, is a common issue that affects many people and can disrupt daily activities. On social media, you’ll often see natural remedies being shared to help with period cramps. Recently, we found one claim suggesting that eating oranges can reduce menstrual pain. ",Can Eating Oranges Alleviate Menstrual Pain?,3/3/2025,0
ID0143,C:\Users\A S U S\Downloads\Health Images\Images\143.png,"A social media message has been widely circulating on platforms like WhatsApp and Facebook, claiming that hot coconut water can destroy cancer cells. The original post attributes this claim to Dr. Rajendra Badwe, director of TATA Memorial Hospital, one of India’s leading cancer treatment centers. Another version cites Dr. Abbas Hussain Kazmi of Sheikh Zaid Hospital. These messages continue to gain attention and concern among the public. ",Experts Confirm Hot Coconut Water DOES NOT Kill Cancer Cells,4/17/2025,0
ID0144,C:\Users\A S U S\Downloads\Health Images\Images\144.png,"With the recent resurgence of COVID-19, some old myths about the disease have resurfaced, which were debunked a few years ago when the COVID-19 pandemic was wreaking havoc around the world. 
One such claim is that consuming alkaline foods can help fight the coronavirus by raising the body’s pH levels above the virus’s purported optimal pH level. Let’s look at the viral message in detail. ",FALSE: Alkaline Foods Cannot Fight COVID-19 as Viruses DO NOT Have pH Levels,5/29/2025,0
ID0145,C:\Users\A S U S\Downloads\Health Images\Images\145.png,"People easily become anxious and fearful due to false and misleading information circulating on social media platforms regarding various diseases and viral conditions. Accordingly, as information was being exchanged these days that a new Covid virus condition was spreading, we conducted an investigation regarding it. ", Is a high- risk Covid 19 spreading in Sri Lanka these days?,5/24/2025,0
ID0146,C:\Users\A S U S\Downloads\Health Images\Images\146.png,"Various false information are constantly being circulated on social media, misleading users, and since such a false message was circulated on social media these days, we decided to do a fact check regarding that. ",An explanation regarding social media posts which stated about a cure for the paralysis,5/22/2025,0
ID0147,C:\Users\A S U S\Downloads\Health Images\Images\147.png,"As people become increasingly health-conscious, combining green tea with milk has grown in popularity. However, there have been debates on social media about the nutritional impact of drinking green tea with milk, with claims that it destroys green tea’s benefits and prevents calcium absorption. ",Does Adding Milk to Green Tea Impact Its Health Benefits?,5/14/2025,0
ID0148,C:\Users\A S U S\Downloads\Health Images\Images\148.png,"As COVID-19 has once again made headlines, with some cases reported in Sri Lanka as well, the same false messages that were shared during the height of the pandemic are being circulated again through social media platforms. Among these are home remedies purported to be cures for COVID-19.
A fake message that went viral in India in 2021, claiming to be a cure developed by an Indian student using a mixture of ginger, honey, and black pepper, is once again being shared among Sri Lankan users.",An Indian student Did NOT discover a drug to combat COVID-19!,6/9/2025,0
ID0149,C:\Users\A S U S\Downloads\Health Images\Images\149.png,"Various posts are widely shared on social media stating treatments for various severe illnesses such as cancer. Sometimes, due to the seriousness of the diseases, it is common in today’s society to resort to the relevant treatment methods without examining the facts in those posts, and sometimes, those actions have resulted in the loss of lives. 
This is our investigation into such a post shared through social media stating that drinking a few pieces of pineapple with hot water can cure cancer. ",Drinking pineapple pieces with hot water will not cure cancer !,6/7/2025,0
ID0150,C:\Users\A S U S\Downloads\Health Images\Images\150.png,"A post circulated on social media suggesting that there are beer made from feces and urine in the local market, and requesting the people to pay their attention to it. In fact, we conducted an investigation to determine the accuracy of this post, which has misled many people into believing that such products are distributed in this country using wastewater. ",Beer made from feces and urine are in the local market ?,6/3/2025,0
ID0151,C:\Users\A S U S\Downloads\Health Images\Images\151.png,"A viral claim suggesting that sniffing rosemary can increase memory performance by 75% has been circulating on social media platforms and wellness websites. This claim has attracted attention from those interested in natural approaches to cognitive enhancement. However, we found that this claim is misleading.","No, Sniffing Rosemary Does Not Boost Memory by 75%",7/31/2025,0
ID0152,C:\Users\A S U S\Downloads\Health Images\Images\152.png,"Turmeric, a golden-yellow spice derived from the Curcuma longa plant, has long been praised for its medicinal properties. Its active compound, curcumin, is known for its antioxidant and anti-inflammatory effects. Recently, a claim has emerged that turmeric powder can promote weight loss. However, we found that this claim is not strongly supported by scientific evidence. ",Does Turmeric Powder Help with Weight Loss?,7/23/2025,0
ID0153,C:\Users\A S U S\Downloads\Health Images\Images\153.png,"A recent social media video has been circulating that demonstrates facial self-massage techniques, such as upward forehead movements and circular cheek motions, which are claimed to reduce wrinkles and provide anti-aging benefits. While scientific studies do show some real benefits, the evidence is not as dramatic as social media makes it sound. ",Can Facial Massages Really Eliminate Wrinkles?,8/27/2025,0
ID0154,C:\Users\A S U S\Downloads\Health Images\Images\154.png,"A viral claim circulates that dandelion root extract wipes out 95–96% of cancer cells in 48 hours, especially leukemia and colon cancer, without harming healthy cells. However, our fact check found that this claim is inaccurate. ",Can Dandelion Root Extract Kill Cancer?,8/25/2025,0
ID0155,C:\Users\A S U S\Downloads\Health Images\Images\155.png,"There is a growing perception in society that the food we consume to sustain life can sometimes be life-threatening. In many cases, that is not because of any fault in the food itself, but because of various human activities, including the preparation of the food. Here is an investigation we did regarding such a social media post on onions. ",Do onions contain the deadly poisonous fungus Mucormycosis?,8/12/2025,0
ID0156,C:\Users\A S U S\Downloads\Health Images\Images\156.png,"A viral story has been circulating on social media and international news outlets claiming that Russia has developed a new cancer vaccine called Enteromix. Posts and headlines describe it as a breakthrough treatment, with some even stating that it has achieved 100 percent efficacy and will soon be distributed freely in Russia. The story has generated significant interest, but closer examination shows that these claims are scientifically premature and misleading. ",Russia’s Enteromix Cancer Vaccine Has Not Proven 100% Efficacy in Clinical Trials,9/11/2025,1
ID0157,C:\Users\A S U S\Downloads\Health Images\Images\157.png,"A recent social-media claim is circulating widely, stating that a “single dose” of a new experimental cancer drug caused a woman’s tumor to “nearly vanish” within just five days. Upon our investigation, we found the claim is misleading. ",Viral Claim About “Single Dose” Cancer Drug Causing Tumor to Vanish in 5 Days Is Misleading,10/31/2025,0
ID0158,C:\Users\A S U S\Downloads\Health Images\Images\158.png,"In late September 2025, a South Korean study examining COVID-19 vaccination and cancer risk sparked widespread debate online. Multiple social posts claimed that the research “proved” vaccines cause cancer, citing increased risks for thyroid, lung, prostate, and other cancers. However, we found that the claim is missing context. ",Did the Korean Study Prove COVID-19 Vaccines Cause Cancer?,10/17/2025,0
ID0159,C:\Users\A S U S\Downloads\Health Images\Images\159.png,"According to the World Health Organization (WHO), cancer is one of the deadliest diseases worldwide, claiming nearly 10 million lives each year. In this backdrop, the public attention is drawn towards research claiming progress towards a “cancer cure”.
Several Sri Lankan media outlets and social media users have reported on a “nutritional medicine” developed by the Institute of Biochemistry, Molecular Biology, and Biotechnology (IBMBB) at the University of Colombo, claiming that it can kill cancer cells and it is a potential treatment or prevention for cancer. ",Did the University of Colombo invent a Cancer treatment?,10/17/2025,0
ID0160,C:\Users\A S U S\Downloads\Health Images\Images\160.png,"A viral claim states that a new toxicology study confirmed every lipstick sample across major global brands contains measurable levels of cadmium, a known human carcinogen. After investigation, we found that this claim is inaccurate.","No, Not All Lipsticks Contain Dangerous Levels of Cadmium",10/14/2025,0
ID0161,C:\Users\A S U S\Downloads\Health Images\Images\161.png,"A viral post circulating on Facebook and other social media platforms claims that drinking alkaline water can help prevent or even treat cancer. Such claims have been popular in wellness and alternative-health circles for years, often shared by users promoting “alkaline diets” or homemade detox remedies. However, our review of scientific research and medical guidelines finds this claim to be misleading and potentially harmful. ",Alkaline water does not prevent or treat cancer,10/10/2025,0
ID0162,C:\Users\A S U S\Downloads\Health Images\Images\162.png,"A viral post claims that scientists are close to curing baldness and reversing gray hair with a new injectable drug called ABS-201, made by the biotech company Absci. The post presents this as a major scientific breakthrough that can wake up inactive hair follicles and restart hair growth from the roots. However, our investigation shows that there is currently no scientific proof that ABS-201 can permanently cure baldness or reverse gray hair in humans. ",Scientists Are Not Yet Able to “End Baldness” with an Injectable Drug,11/4/2025,0
ID0163,C:\Users\A S U S\Downloads\Health Images\Images\163.png,"In response to the stern statement made by Cardinal Malcom Ranjith at the occasion of the re-opening of Katuwapitiya church, 3 months after the brutal Easter Sunday bomb attacks, various groups have voiced varied opinions. While some have stated these statements were bold and valid, others have questioned the need of such remarks and the political involvement of the Cardinal.
In this scenario, we found that some Facebook groups and websites have made a claim that the Pope’s recent appointmentof Monsignor Indunil Janakaratne as the secretary to inter-religious dialogue body due to the lack of faith with Cardinal Malcom Ranjith. ",Fact Check: Did Pope Francis appoint Monsignor Indunil Janakaratne due to lack of faith in Cardinal Malcolm Ranjith …?,7/27/2019,0
ID0164,C:\Users\A S U S\Downloads\Health Images\Images\164.png,"Facebook user Saman Sumanaweera had shared a post on how His Eminence Cardinal Malcolm Ranjith made a statement that Lord Jesus should step down from heaven if he is unable to prevent such calamities from happening with reference to the Easter Bombings, which happened on 21st April, 2019. Post further mentions that Lord is spineless and could not take any action to prevent the deadly disaster, which took 250 lives. 
Below is a screenshot of the viral post which appears to have been extracted from a local newspaper. ",Fact Check: Did Cardinal Malcolm Ranjith state that Lord Jesus is spineless and should step down from heaven ?,7/27/2019,0
ID0165,C:\Users\A S U S\Downloads\Health Images\Images\165.png,"Last Wednesday (18th of September), Chairman of the Election Commission, Mahinda Deshapriya notified that the much anticipated Presidential Elections would be held on the 16th of November by an extraordinary gazette notification.
Hence as per the presidential election protocol (THE PRESIDENTIAL ELECTIONS ACT, No. 15 OF 1981), the dates for accepting the nomination of candidates and deposit of securities were made public along with the actual election dates. In this backdrop we found a Facebook post being shared widely, stating that SLPP Secretary Sagara Kariyawasam paid a deposit for presidential election on behalf of Shiranthi Rajapaksa (wife of opposition leader and former President Mahinda Rajapaksa) as reported by Ada Derana. ",Security deposit for Presidential Election 2019 paid on behalf of Shiranthi Rajapaksa ?,9/23/2019,0
ID0166,C:\Users\A S U S\Downloads\Health Images\Images\166.png,"Several news websites reported a news article with a headline “45 army soldiers to convert for Islam religion and planning to launch an attack similar to Easter Sunday Attacks”. This news was later shared by several social media users both in Facebook and Twitter.
According to the websites, a person called Risham Maroosh (President of an organization called the Public Service Organization has expressed these views during a press conference on 16th September at Dambulla. He said he has informed above information to Army intelligence and Prime Minister, and since they have not taken any steps, he reveled the information through a press conference",Army soldiers converted to Muslim planning an attack similar to Easter Attacks ?,9/19/2019,0
ID0167,C:\Users\A S U S\Downloads\Health Images\Images\167.png,"In one of most hyped weddings of the year, Mahinda Rajapaksa’s elder son and parliamentarian Namal Rajapaksa tied the knot with Limini Weerasinghe on 12th of September, with poruwa ceremony and registration taking place at Gangaramaya Temple followed by the wedding reception at Carton House, Tangalle same day evening.
The event attracted a lot of eye balls with a number of high-profile guests and parliamentarians attending the event along with SLPP presidential candidate Gotabaya Rajapaksa and opposition leader Mahinda Rajapaksa. ",Fact-Check : Dr. Shafi and Bathiudeen visits Namal Rajapaksa’s wedding,9/18/2019,0
ID0168,C:\Users\A S U S\Downloads\Health Images\Images\168.png,"With Sri Lankan Podujana Peramuna (SLPP) headed by former president Mahinda Rajapaksa announcing his brother Mr. Gotabaya Rajapaksa (Defense secretary during Rajapaksa regime) as the presidential candidate from the party number of posts have been shared on social media both in his favour and against. 
Even though United National Alliance led by United National Party (UNP) has not yet officially announced a presidential candidate, speculations are high as that would be Deputy Leader of UNP, Minister Sajith Premadasa, as he has publicly stated on him being a candidate for the forthcoming elections. As a result, Minister Sajith Premadasa is also in the limelight on social media political posts ",Did Sri Lankan model Sandani Fernando support any presidential campaign of Gotabaya Rajapaksa or Sajith Premadasa?,9/4/2019,0
ID0169,C:\Users\A S U S\Downloads\Health Images\Images\169.png,"President’s Counsel M. Ali Sabry, who leads SLPP presidential candidate Gotabaya Rajapaksa’s legal team was in the limelight last week with the Court of Appeal deciding to dismiss the writ petition which was filed seeking an Interim Order restraining Gotabaya Rajapaksa from holding out or claiming that he is a citizen of Sri Lanka and from acting on the basis of the purported Dual Citizenship Certificate
Social media steams were a buzz yesterday(08th) quoting a statement from the Facebook account of Mohamed Ali Sabry, claiming that he accepted that Dr. Shafi’s case (who was taken into custody and later released on allegations of forcibly sterilised women during C-section surgeries) was a fabricated story from SLPP ",Fact Check: Ali Sabry states that Dr. Safi saga was staged by SLPP ?,10/9/2019,0
ID0170,C:\Users\A S U S\Downloads\Health Images\Images\170.png,"UNP working committee finally decided unanimously to approve UNP Deputy Leader, Minister Sajith Premadasa as their Presidential candidate after a number of discussions on September 26th and subsequently various posts were published supporting this decision.
We found one photo claim in which award-winning actress and famous TV host Nehara  Peiris was seen holding a photograph of Sajith Premadasa. ",Nehara is elated on Sajith becoming presidential candidate ?,10/4/2019,0
ID0171,C:\Users\A S U S\Downloads\Health Images\Images\171.png,"Since UNP Deputy Leader Sajith Premasada started emerging as a possible presidential candidate over a month ago, questions have been raised over the validity of his educational qualifications. More specifically, several posts were shared on social media, questioning his basic educational qualifications at the local Ordinary Level (O/L) examinations. Even after Sajith Premadasa being declared as the presidential candidate from the UNP-led Democratic National Front (DNF)these claims have continued to be viral. ",Royal College issued an O/L certificate for Sajith Premadasa in 1984 ?,10/1/2019,0
ID0172,C:\Users\A S U S\Downloads\Health Images\Images\172.png,"Sri Lanka is a multi-cultural and multi linguistic country with Sinhalese forming the majority followed by Tamils, Muslims and Christians. The victorious candidate of the Presidential election 2019, President Gotabaya Rajapaksa, led his campaign on national security and unitary nation concepts. The official results indicated that the UDF candidate sweeping the districts of North and Eastern provinces with minority voter base, while Gotabaya Rajapaksa assuring a landslide victory from other parts of the country. ",Fact Check : Statements related to Sri Lankan President’s visit to India,11/30/2019,0
ID0173,C:\Users\A S U S\Downloads\Health Images\Images\173.png,A video was seen circulating heavily in social media that Tamil National Alliance (TNA) leader R.Sambanthan says that President Candidate Sajith Premadasa suggest a bigger solution beyond Eelam. ,Did Sajith suggest a bigger solution beyond the Eelam?,11/16/2019,0
ID0174,C:\Users\A S U S\Downloads\Health Images\Images\174.png,"As the election date draws closer, it’s natural to see number of false claims especially on artists and cricketers and is a famous avenue for misinformation. We had already debunked a claim that stated actress Nehara Peiris offered support for the each of the two main candidates by supporters of both parties. Fact-Check: Nehara Peiris
Similarly a post was being shared with Facebook users which claimed that popular actor Kavinga Perera among other artists had tendered his support to NDF presidential candidate Sajith Premadasa. ",Actor Kavinga Perera to Support Sajith?,11/14/2019,0
ID0175,C:\Users\A S U S\Downloads\Health Images\Images\175.png,Social media streams were abuzz on 3rd November with a statement that claimed Former Governor of Eastern Province Dr. M.L.A.M Hizbullah had stated that his second preference vote should be given to Gotabya Rajapaksa. Number of Facebook users and pages had shared this news since there were already rumors that M.L.A.M Hizbullah is only contesting as a dummy contestant and the real agenda behind his candidacy for the elections is to ensure support for SLPP candidate Gotabaya Rajapaksa. ,Second Preference Vote for Gota ? Sajith ? – Hisbullah,11/13/2019,0
ID0176,C:\Users\A S U S\Downloads\Health Images\Images\176.png,"Soon after the appointment of President Gotabaya Rajapaksa, number of District Governors were appointed and as a result, there were widespread rumours that former Sri Lankan cricketing legend, who supported President in election campaign, would be appointed the Governor of Northern Province. ",Murali appointed as Northern Province Governor ?,1/6/2020,0
ID0177,C:\Users\A S U S\Downloads\Health Images\Images\177.png,"As per the snapshots provided by the World Health Organization, the number of confirmed cases of novel Coronavirus is almost 25,000 with close to 500 deaths due to the deadly Coronavirus (2019-nCov). As recovery levels are now surpassing the number of deaths, China’s president Xi Jinping took to state TV on Wednesday (5th February) to say he is confident of containing this outbreak. This announcement came in the wake of criticism against Xi Jingping for being absent amidst tall claims of him directing the whole response program. ",Did Chinese President visit a Muslim mosque recently? Here’s the truth!,2/6/2020,0
